學校代碼,學校名稱,高級中等學校原住民一年級學生數,高級中等學校原住民二年級學生數,高級中等學校原住民三年級學生數,高級中等學校原住民四年級學生數,高級中等學校原住民延修生學生數,高級中等學校上學年度原住民畢業生人數
031310,私立六和高中,4,5,4,0,0,5
031311,桃園市復旦高中,3,2,4,0,0,5
031312,桃園市治平高中,95,79,92,0,0,68
031313,桃園市振聲高中,31,26,32,0,0,29
031317,私立光啟高中,34,39,38,0,0,37
031318,桃園市啟英高中,174,145,132,0,0,140
031319,桃園市清華高中,13,9,7,0,0,12
031320,桃園市新興高中,59,56,41,0,0,49
031323,私立至善高中,73,78,72,0,0,46
031324,桃園市大興高中,45,31,38,0,0,27
031326,私立大華高中,0,0,1,0,0,0
034306,市立南崁高中,17,22,22,0,0,20
034312,市立大溪高中,34,24,25,0,0,20
034314,市立壽山高中,44,31,27,0,0,22
034319,市立平鎮高中,32,22,23,0,0,27
034332,市立觀音高中,9,5,6,0,0,1
034335,市立新屋高級中等學校,3,0,0,0,0,0
034347,市立永豐高中,18,14,14,0,0,14
034399,市立大園國際高中,23,17,7,0,0,15
040302,國立竹東高中,19,23,21,0,0,9
040304,國立關西高中,17,9,11,0,0,6
040308,國立竹北高中,14,15,11,0,0,11
041303,私立義民高中,14,14,10,0,0,7
041305,私立忠信高中,0,3,4,0,0,10
041306,私立東泰高中,119,102,58,0,0,77
041307,私立仰德高中,31,31,21,0,0,11
044311,縣立六家高級中學,8,7,6,0,0,0
044320,縣立湖口高中,13,5,5,0,0,4
050303,國立苗栗高中,18,13,15,0,0,5
050310,國立竹南高中,10,10,6,0,0,8
050314,國立卓蘭高中,7,4,9,0,0,11
050315,國立苑裡高中,2,0,1,0,0,1
051302,私立君毅高中,17,7,11,0,0,12
051305,私立大成高中,13,12,19,0,0,11
051306,私立建臺高中,1,1,6,0,0,2
054308,縣立三義高中,3,1,2,0,0,1
054309,縣立苑裡高中,5,2,3,0,0,3
054317,縣立興華高中,4,1,2,0,0,4
054333,縣立大同高中,1,1,0,0,0,3
060322,國立興大附中,14,11,11,0,0,9
060323,國立中科實驗高級中學,3,3,2,0,0,1
061301,財團法人常春藤高中,1,6,2,0,0,3
061306,私立明台高中,29,27,28,0,1,35
061309,私立致用高中,8,14,5,0,0,11
061310,私立大明高中,7,17,11,0,1,16
061311,私立嘉陽高中,26,14,19,0,0,13
061313,私立明道高中,11,15,14,0,0,15
061314,私立僑泰高中,25,26,23,0,0,24
061315,私立華盛頓高中,0,1,1,0,0,1
061316,私立青年高中,104,59,51,0,0,58
061317,私立弘文高中,3,1,1,0,0,1
061318,私立立人高中,1,2,2,0,0,2
061319,私立玉山高中,18,32,26,0,1,32
061321,私立慈明高中,28,29,31,0,0,16
063303,市立大甲高中,9,6,4,0,0,4
063305,市立清水高中,8,12,5,0,0,10
063312,市立豐原高中,15,11,9,0,0,12
064308,市立后綜高中,10,6,8,0,0,11
064324,市立大里高中,5,9,7,0,0,7
064328,市立新社高中,10,5,3,0,0,5
064336,市立長億高中,10,7,7,0,0,3
064342,市立中港高中,6,1,2,0,0,3
064350,市立龍津高中,1,0,0,0,0,0
070301,國立彰化女中,3,4,4,0,0,3
070304,國立員林高中,3,5,0,0,0,0
070307,國立彰化高中,2,2,6,0,0,3
070316,國立鹿港高中,3,2,1,0,0,2
070319,國立溪湖高中,6,0,1,0,0,2
071318,財團法人正德高中,1,0,1,0,0,2
074308,縣立彰化藝術高中,3,2,1,0,0,2
074313,縣立二林高中,2,2,1,0,0,0
074323,縣立和美高中,1,3,0,0,0,0
074328,縣立田中高中,2,1,1,0,0,1
074339,縣立成功高中,1,0,0,0,0,0
080302,國立南投高中,12,12,8,0,0,21
080305,國立中興高中,13,13,13,0,0,13
080307,國立竹山高中,6,7,7,0,0,8
080308,國立暨大附中,40,24,20,0,8,18
081311,私立五育高中,15,14,5,0,0,5
081312,私立三育高中,8,11,8,0,0,11
084309,縣立旭光高中,6,6,10,0,0,12
090305,國立斗六高中,3,6,1,0,0,1
090306,國立北港高中,1,1,0,0,0,0
090315,國立虎尾高中,2,4,4,0,0,1
091307,私立永年高中,0,0,2,0,0,0
091308,私立正心高中,0,1,1,0,0,1
091312,私立巨人高中,0,0,1,0,0,1
091316,私立揚子高中,0,0,1,0,0,0
091318,財團法人義峰高中,11,16,3,0,0,6
091319,私立福智高中,1,0,0,0,0,0
091320,雲林縣維多利亞實驗高中,0,0,1,0,0,0
094301,縣立斗南高中,1,0,0,0,0,2
094307,縣立麥寮高中,4,3,7,0,0,5
100301,國立東石高中,11,5,7,0,0,5
100302,國立新港藝術高中,0,1,0,0,0,3
101303,私立同濟高中,0,0,0,0,0,3
101304,私立協同高中,1,0,0,0,0,0
104319,縣立竹崎高中,0,2,0,0,0,1
104326,縣立永慶高中,1,3,2,0,0,3
110302,國立新豐高中,3,4,5,0,0,1
110308,國立臺南大學附中,7,5,3,0,0,4
110311,國立北門高中,2,3,5,0,0,1
110312,國立新營高中,1,1,2,0,0,2
110314,國立後壁高中,1,3,0,0,0,0
110315,國立善化高中,7,5,4,0,0,3
110317,國立新化高中,2,1,0,0,0,4
111313,私立南光高中,0,0,1,0,0,3
111318,私立鳳和高中,1,0,0,0,0,0
111320,私立港明高中,3,1,0,0,0,1
111321,臺南市興國高中,0,1,2,0,0,1
111322,私立明達高中,0,0,1,0,0,1
111323,私立黎明高中,1,2,1,0,0,0
111326,私立新榮高中,0,2,3,0,0,4
114306,市立大灣高中,2,0,1,0,0,2
114307,市立永仁高中,3,2,2,0,0,3
120303,國立鳳山高中,7,8,14,0,0,9
120304,國立岡山高中,3,3,4,0,0,8
120311,國立旗美高中,11,30,14,0,0,18
120319,國立鳳新高中,9,12,6,0,0,6
121306,財團法人新光高中,5,6,4,0,0,3
121307,財團法人普門中學,14,10,6,0,0,7
121318,私立正義高中,1,0,0,0,0,1
124302,市立文山高中,8,6,7,0,0,8
124311,市立林園高中,5,0,1,0,0,1
124313,市立仁武高中,2,6,2,0,0,1
124322,市立路竹高中,0,2,6,0,0,5
124333,市立六龜高中,10,12,9,0,0,4
124340,市立福誠高中,3,2,3,0,0,2
130302,國立屏東女中,29,33,31,0,0,42
130305,國立屏東高中,38,33,32,0,0,34
130306,國立潮州高中,50,51,57,0,0,42
130322,國立屏北高中,61,74,70,0,0,69
131307,財團法人屏榮高中,45,66,47,0,0,33
131308,私立陸興高中,15,18,21,0,0,13
131311,私立美和高中,17,32,14,0,0,14
134304,縣立大同高中,13,9,15,0,0,6
134321,縣立枋寮高中,24,21,22,0,0,13
134324,縣立東港高中,3,8,2,0,0,4
134334,縣立來義高中,64,70,76,0,0,44
140301,國立臺東大學附屬體育高中,63,51,51,0,0,30
140302,國立臺東女中,61,60,78,0,0,75
140303,國立臺東高中,94,84,93,0,0,63
141301,臺東縣均一高中,4,8,4,0,0,0
141307,私立育仁高中,29,24,6,0,0,14
144322,縣立蘭嶼高中,21,18,13,0,0,6
150302,國立花蓮女中,86,83,80,0,0,63
150303,國立花蓮高中,81,114,82,0,0,67
150309,國立玉里高中,95,60,65,0,0,58
151306,私立海星高中,137,144,135,0,0,132
151307,私立四維高中,236,239,237,0,0,180
151312,財團法人慈濟大學附中,6,5,4,0,0,9
154301,花蓮縣立體育高中,20,26,34,0,0,32
154399,縣立南平中學,4,2,7,0,0,3
160302,國立馬公高中,0,1,2,0,0,3
170301,國立基隆女中,5,9,8,0,0,3
170302,國立基隆高中,2,4,4,0,0,6
171306,私立二信高中,7,4,7,0,0,9
171308,輔大聖心高中,2,5,6,0,0,4
173304,市立中山高中,6,6,4,0,0,4
173306,市立安樂高中,2,6,1,0,0,6
173307,市立暖暖高中,3,2,0,0,0,3
173314,市立八斗高中,11,19,13,0,0,9
180301,國立科學工業園區實驗高中,4,2,4,0,0,3
180302,國立新竹女中,13,15,18,0,0,8
180309,國立新竹高中,15,19,15,0,0,8
181305,私立光復高中,50,68,59,0,0,51
181306,私立曙光女中,4,3,0,0,0,2
181307,私立磐石高中,8,4,1,0,0,4
181308,私立世界高中,19,7,10,0,0,10
183306,市立成德高中,15,19,12,0,0,10
183307,市立香山高中,10,8,8,0,0,7
183313,市立建功高中,6,5,5,0,0,5
191301,私立東大附中,0,2,0,0,0,1
191302,私立葳格高中,2,0,4,0,0,5
191305,私立新民高中,30,29,44,0,0,40
191308,私立宜寧高中,8,13,7,0,0,5
191309,私立明德高中,18,24,28,0,0,31
191311,私立衛道高中,2,3,0,0,0,2
191313,私立曉明女中,2,0,1,0,0,1
191314,私立嶺東高中,16,15,21,0,0,21
193301,市立臺中女中,18,13,15,0,0,7
193302,市立臺中一中,23,20,20,0,0,7
193303,市立忠明高中,7,6,8,0,0,4
193313,市立西苑高中,13,11,7,0,0,6
193315,市立東山高中,13,14,11,0,0,7
193316,市立惠文高中,13,10,11,0,0,6
194303,市立臺中二中,20,21,19,0,0,12
194315,市立文華高中,15,14,18,0,0,12
200302,國立嘉義女中,2,2,4,0,0,3
200303,國立嘉義高中,5,11,5,0,0,7
201304,私立興華高中,2,1,5,0,0,5
201309,私立仁義高中,12,20,35,0,0,26
201312,私立輔仁高中,12,14,12,0,0,18
201313,私立宏仁女中,1,2,10,0,0,4
201314,私立立仁高中,7,9,10,0,0,12
210303,國立臺南二中,3,5,7,0,0,1
210305,國立臺南一中,10,7,4,0,0,0
210306,國立臺南女中,6,5,9,0,0,5
210309,國立家齊高中,7,9,10,0,0,8
211301,私立長榮高中,2,6,5,0,0,8
211302,私立長榮女中,7,4,4,0,0,6
211304,財團法人聖功女中,1,0,1,0,0,0
211310,臺南市光華高中,2,1,1,0,0,4
211314,私立六信高中,2,1,6,0,0,5
211315,私立瀛海高中,0,2,2,0,0,0
211317,私立崑山高中,5,2,3,0,0,2
211318,私立德光高中,0,0,4,0,0,2
211320,財團法人慈濟高中,0,1,0,0,0,0
213303,市立南寧高中,1,1,0,0,0,0
213316,市立土城高中,0,0,0,0,0,1
313301,市立西松高中,2,1,1,0,0,4
313302,市立中崙高中,1,4,5,0,0,3
321399,臺北市私立協和祐德高級中學,2,4,5,0,0,6
323301,市立松山高中,16,13,14,0,0,11
323302,市立永春高中,3,3,4,0,0,4
330301,國立師大附中,16,18,19,0,0,4
331301,私立延平中學,1,0,0,0,0,0
331302,私立金甌女中,1,8,2,0,0,2
333301,市立和平高中,6,4,3,0,0,8
341301,私立中興中學,0,2,4,0,0,3
341302,私立大同高中,2,0,1,0,0,1
343301,市立中山女中,20,9,10,0,0,5
343302,市立大同高中,11,7,7,0,0,11
343303,市立大直高中,4,1,2,0,0,1
351301,私立強恕中學,24,15,19,0,0,14
353301,市立建國中學,19,23,15,0,0,12
353302,市立成功中學,4,10,2,0,0,7
353303,市立北一女中,19,21,17,0,0,12
361301,私立靜修女中,0,1,2,0,0,2
363301,市立明倫高中,3,7,2,0,0,1
363302,市立成淵高中,4,9,6,0,0,5
371301,私立立人高中,0,0,1,0,0,0
373301,市立華江高中,11,5,5,0,0,9
373302,市立大理高中,8,10,9,0,0,7
380301,國立政大附中,3,3,1,0,0,2
381301,私立東山高中,1,2,0,0,0,0
381302,私立滬江高中,9,11,13,0,0,9
381303,私立大誠高中,1,3,7,0,0,5
381304,私立再興中學,1,0,1,0,0,0
381305,私立景文高中,8,6,3,0,0,9
383301,市立景美女中,5,10,11,0,0,16
383302,市立萬芳高中,5,8,4,0,0,6
393301,市立南港高中,3,7,2,0,0,2
393302,市立育成高中,4,4,9,0,0,7
401301,私立文德女中,0,1,0,0,0,0
401302,私立方濟中學,1,0,1,0,0,1
401303,私立達人女中,1,1,0,0,0,0
403301,市立內湖高中,7,6,1,0,0,12
403302,市立麗山高中,2,1,2,0,0,2
403303,市立南湖高中,10,9,11,0,0,17
411301,私立泰北高中,4,4,6,0,0,9
411302,私立衛理女中,0,1,0,0,0,0
413301,市立陽明高中,6,3,11,0,0,4
413302,市立百齡高中,1,3,3,0,0,2
421301,私立薇閣高中,0,0,2,0,0,0
421302,私立十信高中,0,2,2,0,0,2
421303,臺北市私立奎山實驗高級中學,1,0,0,0,0,0
423301,市立復興高中,10,7,11,0,0,6
423302,市立中正高中,8,7,5,0,0,10
521301,私立明誠高中,2,0,1,0,0,2
521303,私立大榮高中,5,20,12,0,0,6
523301,市立鼓山高中,2,4,3,0,0,6
533301,市立左營高中,12,9,10,0,0,8
533302,市立新莊高中,10,5,11,0,0,10
540301,國立中山大學附屬國光高中,5,6,4,0,0,5
543301,市立中山高中,5,4,6,0,0,5
543302,市立楠梓高中,2,2,4,0,0,1
551301,私立立志高中,11,16,23,0,0,14
553301,市立高雄中學,19,18,17,0,0,6
553302,市立三民高中,13,7,3,0,0,12
563301,市立新興高中,3,2,2,0,0,1
573301,市立高雄女中,15,22,19,0,0,10
580301,國立高師大附中,8,6,2,0,0,3
581301,私立復華高中,7,7,8,0,0,7
581302,天主教道明中學,0,6,3,0,0,1
583301,市立中正高中,5,5,2,0,0,7
593301,市立前鎮高中,9,11,9,0,0,5
593302,市立瑞祥高中,3,1,1,0,0,4
613301,市立小港高中,3,9,6,0,0,5
710301,國立金門高中,4,3,7,0,0,1
720301,國立馬祖高中,2,3,2,0,0,4
011405,私立樹人家商,49,47,39,0,0,30
011407,私立復興商工,20,17,21,2,0,16
011408,私立南強工商,23,42,48,0,0,18
011413,私立穀保家商,22,36,24,0,0,30
011419,私立開明工商,24,20,8,0,0,11
011420,私立智光商工,7,13,13,0,0,8
011421,私立清傳高商,0,0,2,0,0,3
011426,私立能仁家商,74,66,59,0,0,45
011427,私立豫章工商,14,22,14,0,0,13
011431,私立莊敬工家,79,79,73,0,13,28
011432,私立中華商海,7,6,5,0,0,5
013402,市立瑞芳高工,14,8,19,0,0,12
013430,市立三重商工,8,13,18,0,0,16
013433,市立新北高工,17,26,22,0,0,18
013434,市立淡水商工,14,10,18,0,0,17
014439,市立鶯歌工商,29,24,22,0,0,17
014468,市立樟樹國際實中,5,0,0,0,0,0
020403,國立宜蘭高商,16,10,15,0,0,9
020404,國立羅東高商,43,36,30,0,0,22
020405,國立蘇澳海事,8,8,8,0,0,6
020407,國立羅東高工,25,28,23,0,0,18
020409,國立頭城家商,19,10,9,0,0,9
030403,國立北科大附屬桃園農工,38,45,38,0,0,34
030407,國立中壢高商,19,18,16,0,0,20
030408,國立中壢家商,11,11,10,0,0,9
031414,私立成功工商,70,52,51,0,0,39
031415,私立方曙商工,6,11,8,0,0,7
031421,私立永平工商,143,145,144,0,0,143
041401,私立內思高工,13,10,13,0,0,12
050401,國立大湖農工,11,12,11,0,0,8
050404,國立苗栗農工,16,13,20,0,0,6
050407,國立苗栗高商,15,7,11,0,0,9
051408,私立中興商工,25,17,18,0,0,16
051411,私立育民工家,16,15,17,0,0,24
051412,私立賢德工商,2,2,1,0,0,3
051413,私立龍德家商,5,3,3,0,0,4
063401,市立豐原高商,17,14,20,0,1,14
063402,市立大甲高工,5,5,6,0,0,11
063404,市立東勢高工,25,22,14,0,0,11
063407,市立沙鹿高工,21,16,16,0,0,12
063408,市立霧峰農工,7,12,11,0,0,12
070401,國立彰師附工,8,2,2,0,0,6
070402,國立永靖高工,2,5,5,0,0,0
070403,國立二林工商,2,1,4,0,0,1
070405,國立秀水高工,9,9,2,0,0,3
070406,國立彰化高商,4,8,3,0,0,6
070408,國立員林農工,5,4,11,0,0,7
070409,國立員林崇實高工,3,4,3,0,0,1
070410,國立員林家商,3,5,2,0,0,2
070415,國立北斗家商,7,6,6,0,0,2
071413,私立大慶商工,11,8,4,0,0,7
071414,私立達德商工,19,12,12,0,0,13
080401,國立仁愛高農,68,55,52,0,0,47
080403,國立埔里高工,53,23,41,0,0,24
080404,國立南投高商,17,7,2,0,0,6
080406,國立草屯商工,4,10,11,0,0,6
080410,國立水里商工,14,15,20,0,0,13
081409,私立同德家商,42,28,32,0,0,22
090401,國立虎尾農工,2,1,6,0,0,1
090402,國立西螺農工,6,2,4,0,0,2
090403,國立斗六家商,4,6,10,0,0,3
090404,國立北港農工,0,0,5,0,0,0
090413,國立土庫商工,2,0,7,0,0,0
091410,私立大成商工,3,3,5,0,0,5
091414,私立大德工商,6,3,6,0,0,5
100402,國立民雄農工,4,1,1,0,0,3
101405,私立協志工商,10,8,5,0,0,14
101406,私立萬能工商,3,20,8,0,0,8
110401,國立新化高工,2,4,2,0,0,6
110403,國立白河商工,3,3,0,0,0,1
110404,國立北門農工,2,2,2,0,0,2
110405,國立曾文家商,4,5,0,0,0,3
110406,國立新營高工,1,1,2,0,0,1
110407,國立玉井工商,0,1,0,0,0,0
110409,國立臺南高工,11,13,12,0,0,10
110410,國立曾文農工,1,2,3,0,0,2
111419,私立陽明工商,5,4,2,0,0,3
111427,私立育德工家,4,5,8,0,0,3
120401,國立旗山農工,14,16,13,0,0,8
120402,國立岡山農工,5,11,10,0,0,7
120409,國立鳳山商工,12,19,14,0,0,14
121405,私立中山工商,85,66,60,0,0,45
121410,私立旗美商工,10,9,3,0,0,6
121413,私立高英工商,75,39,48,0,0,55
121415,私立華德工家,5,10,14,0,0,7
121417,私立高苑工商,39,32,32,0,0,32
130401,國立內埔農工,63,75,57,0,0,44
130403,國立屏東高工,33,33,32,0,0,20
130404,國立佳冬高農,12,21,22,0,0,15
130410,國立東港海事,11,10,6,0,0,8
130417,國立恆春工商,35,42,40,0,0,34
131409,私立民生家商,93,70,51,0,0,46
131416,私立華洲工家,7,9,6,0,0,9
131418,私立日新工商,31,14,18,0,0,15
140404,國立關山工商,61,53,48,0,3,25
140405,國立臺東高商,128,106,112,0,0,103
140408,國立成功商水,48,34,34,0,0,38
141406,私立公東高工,177,155,174,0,1,139
150401,國立花蓮高農,152,121,134,0,0,107
150404,國立花蓮高工,192,131,149,0,2,157
150405,國立花蓮高商,100,93,81,0,0,85
150411,國立光復商工,58,57,59,0,0,45
151410,花蓮縣上騰工商,77,77,62,0,0,82
160401,國立澎湖海事水產,0,3,1,0,0,3
170403,國立基隆海事,21,18,17,0,0,10
170404,國立基隆商工,23,16,13,0,0,16
171405,私立光隆家商,17,9,18,0,0,9
171407,私立培德工家,6,2,11,0,0,8
180403,國立新竹高商,19,17,22,0,0,18
180404,國立新竹高工,14,11,14,0,0,13
190406,國立興大附農,33,26,26,0,0,21
191412,財團法人光華高工,3,2,2,0,0,3
193404,市立臺中家商,14,23,15,0,0,11
193407,市立臺中高工,22,22,26,0,0,16
200401,國立華南高商,2,2,5,0,0,2
200405,國立嘉義高工,13,9,13,0,1,9
200406,國立嘉義高商,6,3,4,0,0,4
200407,國立嘉義家職,6,1,6,0,0,5
201408,私立東吳工家,21,21,17,0,0,9
210408,國立臺南高商,8,13,9,0,0,10
210416,國立臺南海事,3,0,3,0,0,2
211407,私立南英商工,11,15,9,0,0,8
211412,私立亞洲餐旅,4,6,3,0,0,2
211419,私立慈幼工商,4,3,9,0,0,4
311401,私立育達家商,40,54,35,0,0,25
323401,市立松山家商,8,12,16,0,0,11
323402,市立松山工農,10,14,16,0,1,6
331402,私立東方工商,11,12,13,0,0,10
331403,私立喬治工商,12,9,7,0,0,6
331404,私立開平餐飲,10,7,5,0,0,7
333401,市立大安高工,26,23,17,0,0,12
341402,私立稻江護家,6,7,7,0,0,5
351402,私立開南商工,3,1,5,0,0,7
361401,私立稻江高商,4,5,8,0,0,4
383401,市立木柵高工,5,12,10,0,0,6
393401,市立南港高工,13,24,12,0,0,13
403401,市立內湖高工,4,12,6,0,0,9
411401,私立華岡藝校,14,12,15,0,0,7
413401,市立士林高商,16,13,19,0,0,14
421404,私立惇敘工商,8,3,4,0,0,0
521401,私立中華藝校,23,14,10,0,0,13
533401,市立海青工商,20,17,11,0,0,13
533402,市立三民家商,24,16,21,0,0,18
551402,私立樹德家商,56,43,55,0,0,40
553401,市立高雄高工,21,18,10,0,0,13
563401,市立高雄高商,14,11,15,0,0,7
581401,私立國際商工,0,0,2,0,0,1
581402,私立三信家商,23,29,25,0,0,28
593401,市立中正高工,20,19,18,0,0,8
610405,國立高餐大附屬餐旅中學,0,2,4,0,0,0
611401,私立高鳳工家,2,2,4,0,0,0
710401,國立金門農工,9,5,3,0,0,2
351B09,私立南華高中進修學校,10,23,22,0,0,16
361B09,私立志仁中學進修學校,17,27,21,0,0,26
011C71,私立光華高商進修學校,9,7,6,0,0,6
210C01,國立成功大學附設高工進修學校,0,1,1,0,0,1
070F01,國立和美實驗學校,2,1,0,0,0,2
074G91,縣立田中高中附設進修部學校,12,9,1,0,0,0
