學校代碼,學校名稱,高級中等學校原住民一年級學生數,高級中等學校原住民二年級學生數,高級中等學校原住民三年級學生數,高級中等學校原住民四年級學生數,高級中等學校原住民延修生學生數,高級中等學校上學年度原住民畢業生人數
030327,國立內壢高中,13,13,17,0,0,19
031301,私立漢英高中,4,8,9,0,0,6
031309,桃園市育達高中,97,81,63,0,0,70
031310,私立六和高中,4,4,6,0,0,3
031311,桃園市復旦高中,2,4,5,0,0,7
031312,桃園市治平高中,107,100,70,0,0,69
031313,桃園市振聲高中,29,32,28,0,0,27
031317,私立光啟高中,47,39,42,0,0,53
031318,桃園市啟英高中,165,159,152,0,0,153
031319,桃園市清華高中,10,12,13,0,0,12
031320,桃園市新興高中,57,36,46,0,0,42
031323,私立至善高中,88,101,87,0,0,46
031324,桃園市大興高中,37,45,31,0,0,36
031326,私立大華高中,0,1,0,0,0,0
034306,市立南崁高中,22,21,20,0,0,12
034312,市立大溪高中,24,25,20,0,0,24
034314,市立壽山高中,35,27,28,0,0,31
034319,市立平鎮高中,25,24,29,0,0,17
034332,市立觀音高中,6,6,1,0,0,6
034347,市立永豐高中,15,14,15,0,0,9
034399,市立大園國際高中,18,7,18,0,0,8
040302,國立竹東高中,30,22,12,0,0,22
040304,國立關西高中,8,10,7,0,0,6
040308,國立竹北高中,15,11,13,0,0,13
041303,私立義民高中,12,11,8,0,0,8
041305,私立忠信高中,4,4,10,0,0,6
041306,私立東泰高中,117,60,73,0,0,77
041307,私立仰德高中,37,23,14,0,0,16
044311,縣立六家高級中學,8,6,0,0,0,0
044320,縣立湖口高中,7,5,6,0,0,0
050303,國立苗栗高中,13,17,10,0,0,6
050310,國立竹南高中,11,7,9,0,0,4
050314,國立卓蘭高中,5,9,11,0,0,9
050315,國立苑裡高中,0,1,1,0,0,4
051302,私立君毅高中,12,13,14,0,0,7
051305,私立大成高中,12,20,12,0,0,10
051306,私立建臺高中,1,6,2,0,0,0
054308,縣立三義高中,1,3,1,0,0,5
054309,縣立苑裡高中,2,3,3,0,0,2
054317,縣立興華高中,0,2,4,0,0,3
054333,縣立大同高中,2,0,3,0,0,1
060303,國立大甲高中,7,5,4,0,0,7
060305,國立清水高中,12,5,11,0,0,9
060312,國立豐原高中,13,8,11,0,0,10
060322,國立興大附中,11,11,9,0,0,9
060323,國立中科實驗高級中學,3,2,1,0,0,2
061301,財團法人常春藤高中,4,2,3,0,0,0
061306,私立明台高中,43,29,37,0,0,28
061309,私立致用高中,13,6,11,0,0,13
061310,私立大明高中,20,12,16,0,0,15
061311,私立嘉陽高中,16,22,15,0,0,27
061313,私立明道高中,16,12,15,0,0,4
061314,私立僑泰高中,26,24,27,0,0,26
061315,私立華盛頓高中,1,0,1,0,0,0
061316,私立青年高中,77,57,68,0,0,62
061317,私立弘文高中,1,1,1,0,0,0
061318,私立立人高中,2,1,2,0,0,3
061319,私立玉山高中,29,31,31,0,0,32
061321,私立慈明高中,33,37,17,0,0,32
064308,市立后綜高中,6,8,12,0,0,10
064324,市立大里高中,8,7,7,0,0,6
064328,市立新社高中,6,3,6,0,0,0
064336,市立長億高中,7,7,3,0,0,8
064342,市立中港高中,1,3,3,0,0,5
070301,國立彰化女中,4,4,3,0,0,2
070304,國立員林高中,5,0,0,0,0,3
070307,國立彰化高中,2,4,4,0,0,2
070316,國立鹿港高中,3,1,2,0,0,1
070319,國立溪湖高中,0,1,2,0,0,0
071318,財團法人正德高中,0,1,2,0,0,1
074308,縣立彰化藝術高中,2,1,2,0,0,5
074313,縣立二林高中,1,0,0,0,0,0
074323,縣立和美高中,5,0,0,0,0,2
074328,縣立田中高中,1,1,0,0,0,0
080302,國立南投高中,14,8,20,0,0,12
080305,國立中興高中,17,13,14,0,0,15
080307,國立竹山高中,9,7,9,0,0,7
080308,國立暨大附中,28,24,20,0,8,24
081311,私立五育高中,13,5,5,0,0,5
081312,私立三育高中,9,8,10,0,0,4
084309,縣立旭光高中,9,10,12,0,0,2
090305,國立斗六高中,6,1,1,0,0,3
090306,國立北港高中,1,0,0,0,0,1
090315,國立虎尾高中,4,4,1,0,0,1
091307,私立永年高中,0,2,0,0,0,0
091308,私立正心高中,1,1,1,0,0,0
091311,私立文生高中,0,0,1,0,0,0
091312,私立巨人高中,0,1,1,0,0,1
091316,私立揚子高中,0,1,0,0,0,1
091318,財團法人義峰高中,11,3,6,0,0,4
091320,雲林縣維多利亞實驗高中,0,1,0,0,0,0
094301,縣立斗南高中,0,0,2,0,0,2
094307,縣立麥寮高中,3,7,5,0,0,6
094308,縣立古坑華德福實驗高級中學,0,0,0,0,0,1
100301,國立東石高中,4,7,5,0,0,8
100302,國立新港藝術高中,1,0,3,0,0,0
101303,私立同濟高中,0,0,3,0,0,1
101304,私立協同高中,0,0,0,0,0,1
104319,縣立竹崎高中,4,0,1,0,0,3
104326,縣立永慶高中,4,2,3,0,0,1
110302,國立新豐高中,4,5,1,0,0,3
110308,國立臺南大學附中,6,3,5,0,0,8
110311,國立北門高中,2,5,1,0,0,0
110312,國立新營高中,0,2,3,0,0,0
110314,國立後壁高中,2,0,0,0,0,1
110315,國立善化高中,5,5,3,0,0,4
110317,國立新化高中,1,0,4,0,0,0
111313,私立南光高中,0,1,4,0,0,1
111318,私立鳳和高中,0,0,0,0,0,1
111320,私立港明高中,1,0,1,0,0,4
111321,臺南市興國高中,1,2,1,0,0,1
111322,私立明達高中,0,1,1,0,0,0
111323,私立黎明高中,2,1,0,0,0,4
111326,私立新榮高中,3,3,4,0,0,5
114306,市立大灣高中,0,1,2,0,0,0
114307,市立永仁高中,1,2,3,0,0,1
120303,國立鳳山高中,9,11,10,0,0,10
120304,國立岡山高中,3,4,8,0,0,6
120311,國立旗美高中,25,16,22,0,0,13
120319,國立鳳新高中,12,6,7,0,0,10
121306,財團法人新光高中,6,4,3,0,0,5
121307,財團法人普門中學,12,7,6,0,0,9
121318,私立正義高中,0,0,1,0,0,1
124302,市立文山高中,7,8,10,0,0,3
124311,市立林園高中,1,1,2,0,0,2
124313,市立仁武高中,7,2,1,0,0,0
124322,市立路竹高中,5,6,6,0,0,0
124333,市立六龜高中,13,13,6,0,0,18
124340,市立福誠高中,2,3,2,0,0,1
130302,國立屏東女中,33,31,42,0,0,30
130305,國立屏東高中,36,32,36,0,0,28
130306,國立潮州高中,47,58,49,0,0,37
130322,國立屏北高中,74,72,70,0,0,40
131307,財團法人屏榮高中,70,46,37,0,0,37
131308,私立陸興高中,19,22,13,0,0,10
131311,私立美和高中,31,16,13,0,0,14
134304,縣立大同高中,9,12,6,0,0,9
134321,縣立枋寮高中,23,21,19,0,0,15
134324,縣立東港高中,8,2,5,0,0,3
134334,縣立來義高中,80,80,64,0,0,62
140301,國立臺東大學附屬體育高中,58,52,36,0,0,37
140302,國立臺東女中,57,80,78,0,0,86
140303,國立臺東高中,98,95,86,0,10,90
141301,臺東縣均一高中,7,4,0,0,0,0
141307,私立育仁高中,26,6,13,0,0,16
144322,縣立蘭嶼高中,18,14,10,0,0,12
150302,國立花蓮女中,82,80,64,0,0,70
150303,國立花蓮高中,114,81,80,0,0,64
150309,國立玉里高中,62,81,74,0,0,74
151306,私立海星高中,168,145,148,0,0,144
151307,私立四維高中,250,255,185,0,0,206
151312,財團法人慈濟大學附中,6,4,9,0,0,4
154301,花蓮縣立體育高中,36,34,31,0,0,28
154399,縣立南平中學,2,7,2,0,0,0
160302,國立馬公高中,1,2,3,0,0,2
170301,國立基隆女中,9,8,3,0,0,8
170302,國立基隆高中,2,4,5,0,0,2
171306,私立二信高中,4,7,9,0,0,7
171308,輔大聖心高中,5,6,6,0,0,5
173304,市立中山高中,6,4,4,0,0,1
173306,市立安樂高中,5,1,6,0,0,1
173307,市立暖暖高中,2,0,3,0,0,0
173314,市立八斗高中,20,16,10,0,0,13
180301,國立科學工業園區實驗高中,2,4,3,0,0,1
180302,國立新竹女中,15,18,8,0,0,8
180309,國立新竹高中,19,15,9,0,0,6
181305,私立光復高中,75,59,57,0,0,49
181306,私立曙光女中,4,0,2,0,0,2
181307,私立磐石高中,8,2,4,0,0,5
181308,私立世界高中,11,13,12,0,0,16
183306,市立成德高中,24,14,11,0,0,7
183307,市立香山高中,10,8,8,0,0,5
183313,市立建功高中,6,4,6,0,0,1
190301,國立臺中女中,14,15,7,0,0,16
190302,國立臺中一中,21,20,10,0,1,18
190303,國立臺中二中,20,20,14,0,0,16
190315,國立文華高中,14,18,13,0,1,18
191301,私立東大附中,2,0,1,0,0,2
191302,私立葳格高中,0,4,5,0,0,5
191305,私立新民高中,31,47,41,0,0,31
191308,私立宜寧高中,12,8,6,0,0,15
191309,私立明德高中,24,31,30,0,0,26
191311,私立衛道高中,3,0,2,0,0,0
191313,私立曉明女中,0,1,1,0,0,1
191314,私立嶺東高中,14,23,22,0,0,17
193303,市立忠明高中,6,8,4,0,0,5
193313,市立西苑高中,10,8,7,0,0,10
193315,市立東山高中,16,12,8,0,0,7
193316,市立惠文高中,10,11,7,0,0,5
200302,國立嘉義女中,3,4,3,0,0,6
200303,國立嘉義高中,12,5,7,0,0,6
201304,私立興華高中,1,5,5,0,0,4
201309,私立仁義高中,20,48,33,0,0,44
201312,私立輔仁高中,13,11,18,0,0,7
201313,私立宏仁女中,3,9,4,0,0,14
201314,私立立仁高中,8,10,13,0,0,10
210303,國立臺南二中,4,7,1,0,0,0
210305,國立臺南一中,7,4,0,0,0,6
210306,國立臺南女中,5,9,5,0,0,9
210309,國立家齊高中,11,10,8,0,0,5
211301,私立長榮高中,4,5,7,0,0,6
211302,私立長榮女中,3,4,6,0,0,4
211304,財團法人聖功女中,0,1,0,0,0,0
211310,臺南市光華高中,1,0,5,0,0,2
211314,私立六信高中,0,8,5,0,0,2
211315,私立瀛海高中,2,2,0,0,0,1
211317,私立崑山高中,5,3,3,0,0,9
211318,私立德光高中,0,4,2,0,0,0
211320,財團法人慈濟高中,1,0,0,0,0,1
213303,市立南寧高中,1,0,0,0,0,2
213316,市立土城高中,0,0,1,0,0,1
313301,市立西松高中,1,1,5,0,0,3
313302,市立中崙高中,2,5,4,0,0,2
321399,臺北市私立協和祐德高級中學,6,4,6,0,0,12
323301,市立松山高中,13,14,12,0,0,14
323302,市立永春高中,4,4,4,0,0,5
330301,國立師大附中,18,18,8,0,0,19
331301,私立延平中學,0,0,0,0,0,1
331302,私立金甌女中,5,2,3,0,0,6
333301,市立和平高中,3,3,10,0,0,4
341301,私立中興中學,1,4,3,0,0,3
341302,私立大同高中,0,0,2,0,0,1
343301,市立中山女中,10,10,5,0,0,6
343302,市立大同高中,7,7,13,0,0,12
343303,市立大直高中,1,2,1,0,0,3
351301,私立強恕中學,20,22,17,0,0,13
353301,市立建國中學,23,14,13,0,0,17
353302,市立成功中學,9,3,9,0,0,5
353303,市立北一女中,21,17,12,0,0,22
361301,私立靜修女中,1,2,2,0,0,5
363301,市立明倫高中,7,2,1,0,0,6
363302,市立成淵高中,8,6,5,0,0,3
373301,市立華江高中,5,5,10,0,0,10
373302,市立大理高中,11,8,7,0,0,5
380301,國立政大附中,3,1,2,0,0,3
381302,私立滬江高中,10,17,11,0,0,18
381303,私立大誠高中,11,8,5,0,0,11
381304,私立再興中學,0,1,0,0,0,0
381305,私立景文高中,8,4,9,0,0,10
383301,市立景美女中,8,11,16,0,0,14
383302,市立萬芳高中,10,4,6,0,0,1
393301,市立南港高中,8,3,3,0,0,3
393302,市立育成高中,3,10,7,0,0,3
401301,私立文德女中,1,0,0,0,0,0
401302,私立方濟中學,0,1,1,0,0,2
401303,私立達人女中,1,0,0,0,0,0
403301,市立內湖高中,6,1,15,0,0,9
403302,市立麗山高中,1,2,2,0,0,5
403303,市立南湖高中,12,12,18,0,0,9
411301,私立泰北高中,4,7,9,0,0,7
411302,私立衛理女中,1,0,0,0,0,0
413301,市立陽明高中,5,11,4,0,0,10
413302,市立百齡高中,3,3,3,0,0,5
421302,私立十信高中,3,1,2,0,0,1
423301,市立復興高中,7,9,8,0,0,6
423302,市立中正高中,7,4,11,0,0,9
521301,私立明誠高中,0,1,1,0,0,0
521303,私立大榮高中,20,11,6,0,0,12
523301,市立鼓山高中,4,5,7,0,0,2
533301,市立左營高中,11,11,10,0,0,6
533302,市立新莊高中,6,11,12,0,0,8
540301,國立中山大學附屬國光高中,6,4,5,0,0,1
543301,市立中山高中,4,4,5,0,0,4
543302,市立楠梓高中,2,6,2,0,0,5
551301,私立立志高中,23,24,15,0,0,14
553301,市立高雄中學,19,17,8,0,0,11
553302,市立三民高中,10,2,13,0,0,3
563301,市立新興高中,2,2,1,0,0,2
573301,市立高雄女中,21,19,10,0,0,10
580301,國立高師大附中,6,2,4,0,0,4
581301,私立復華高中,11,8,8,0,0,7
581302,天主教道明中學,7,3,2,0,0,4
583301,市立中正高中,5,3,7,0,0,3
593301,市立前鎮高中,12,9,7,0,0,4
593302,市立瑞祥高中,1,1,4,0,0,6
613301,市立小港高中,9,5,6,0,0,8
710301,國立金門高中,3,7,2,0,0,1
720301,國立馬祖高中,3,2,4,0,0,2
011405,私立樹人家商,53,44,31,0,0,49
011407,私立復興商工,15,22,18,1,0,18
011408,私立南強工商,45,48,21,0,0,30
011413,私立穀保家商,41,26,33,0,1,25
011419,私立開明工商,25,12,14,0,0,29
011420,私立智光商工,12,14,8,0,0,5
011421,私立清傳高商,0,2,3,0,0,2
011426,私立能仁家商,94,65,50,0,0,46
011427,私立豫章工商,21,13,13,0,0,21
011431,私立莊敬工家,98,77,48,0,0,32
011432,私立中華商海,8,5,6,0,0,6
013402,市立瑞芳高工,13,20,14,0,7,10
013430,市立三重商工,9,19,20,0,0,9
013433,市立新北高工,30,23,19,0,0,15
013434,市立淡水商工,16,17,19,0,0,13
014439,市立鶯歌工商,32,24,25,0,0,16
020403,國立宜蘭高商,14,15,12,0,0,14
020404,國立羅東高商,39,32,22,0,0,22
020405,國立蘇澳海事,10,12,13,0,0,10
020407,國立羅東高工,32,25,21,0,0,15
020409,國立頭城家商,17,12,13,0,0,16
030403,國立北科大附屬桃園農工,47,41,39,0,0,35
030407,國立中壢高商,20,16,21,0,0,19
030408,國立中壢家商,12,11,10,0,0,11
031414,私立成功工商,60,67,46,0,0,48
031415,私立方曙商工,11,8,8,0,0,6
031421,私立永平工商,158,165,164,0,0,130
041401,私立內思高工,9,12,11,0,0,17
050401,國立大湖農工,11,11,12,0,0,12
050404,國立苗栗農工,14,21,9,0,0,7
050407,國立苗栗高商,12,13,9,0,0,6
051408,私立中興商工,18,18,7,0,0,16
051411,私立育民工家,21,19,24,0,0,21
051412,私立賢德工商,2,1,1,0,0,0
051413,私立龍德家商,2,3,4,0,0,3
060401,國立豐原高商,20,21,15,0,0,15
060402,國立大甲高工,5,8,13,0,0,4
060404,國立東勢高工,30,15,17,0,0,9
060407,國立沙鹿高工,24,18,15,0,0,7
060408,國立霧峰農工,12,11,14,0,0,5
070401,國立彰師附工,4,2,5,0,0,2
070402,國立永靖高工,2,4,0,0,0,0
070403,國立二林工商,3,5,1,0,0,2
070405,國立秀水高工,11,3,3,0,0,4
070406,國立彰化高商,8,4,6,0,0,5
070408,國立員林農工,5,12,8,0,0,4
070409,國立員林崇實高工,4,3,1,0,0,3
070410,國立員林家商,6,2,4,0,0,6
070415,國立北斗家商,8,5,3,0,0,2
071413,私立大慶商工,13,6,9,0,0,10
071414,私立達德商工,14,12,14,0,0,13
080401,國立仁愛高農,52,52,54,0,0,46
080403,國立埔里高工,23,42,32,0,0,25
080404,國立南投高商,7,4,7,0,0,8
080406,國立草屯商工,9,10,6,0,0,10
080410,國立水里商工,18,24,13,0,0,25
081409,私立同德家商,46,37,25,0,0,24
090401,國立虎尾農工,1,6,1,0,0,2
090402,國立西螺農工,2,4,2,0,0,4
090403,國立斗六家商,6,10,3,0,0,4
090404,國立北港農工,0,5,0,0,0,0
090413,國立土庫商工,0,7,0,0,0,1
091410,私立大成商工,6,7,5,0,0,5
091414,私立大德工商,4,9,5,0,0,9
100402,國立民雄農工,3,1,3,0,0,0
101405,私立協志工商,10,8,17,0,0,4
101406,私立萬能工商,20,8,11,0,0,8
101407,私立弘德工商,1,0,0,0,0,0
110401,國立新化高工,3,2,7,0,0,2
110403,國立白河商工,2,0,1,0,0,1
110404,國立北門農工,2,2,2,0,0,1
110405,國立曾文家商,5,0,3,0,0,5
110406,國立新營高工,1,2,1,0,0,1
110407,國立玉井工商,1,1,0,0,0,1
110409,國立臺南高工,14,13,11,0,0,10
110410,國立曾文農工,2,2,2,0,0,6
111419,私立陽明工商,2,2,3,0,0,3
111427,私立育德工家,4,8,3,0,0,6
120401,國立旗山農工,16,15,10,0,0,8
120402,國立岡山農工,13,11,6,0,0,8
120409,國立鳳山商工,20,14,17,0,0,6
121405,私立中山工商,67,60,45,0,0,50
121410,私立旗美商工,10,4,6,0,0,7
121413,私立高英工商,48,51,57,0,0,36
121415,私立華德工家,10,16,8,0,0,9
121417,私立高苑工商,33,36,35,0,0,36
130401,國立內埔農工,78,72,79,0,2,46
130403,國立屏東高工,35,30,30,0,0,24
130404,國立佳冬高農,26,19,17,0,0,14
130410,國立東港海事,12,6,9,0,0,3
130417,國立恆春工商,46,50,39,0,2,26
131409,私立民生家商,77,55,52,0,0,27
131416,私立華洲工家,10,5,13,0,0,14
131418,私立日新工商,20,21,16,0,0,19
140404,國立關山工商,55,52,35,0,0,43
140405,國立臺東高商,118,121,120,0,0,99
140408,國立成功商水,36,36,44,0,0,48
141406,私立公東高工,186,194,182,0,0,146
150401,國立花蓮高農,135,146,128,0,0,139
150404,國立花蓮高工,157,151,193,0,10,130
150405,國立花蓮高商,115,84,90,0,0,98
150411,國立光復商工,62,59,56,0,0,54
151410,花蓮縣上騰工商,99,74,96,0,0,61
160401,國立澎湖海事水產,3,1,3,0,0,7
170403,國立基隆海事,22,16,20,0,0,9
170404,國立基隆商工,22,16,20,0,0,23
171405,私立光隆家商,12,19,9,0,0,14
171407,私立培德工家,6,11,10,0,0,8
180403,國立新竹高商,17,24,20,0,0,17
180404,國立新竹高工,12,14,14,0,0,7
190404,國立臺中家商,27,16,10,0,1,12
190406,國立興大附農,33,27,21,0,0,28
190407,國立臺中高工,22,26,17,0,1,15
191412,財團法人光華高工,2,2,3,0,0,3
200401,國立華南高商,2,5,2,0,0,4
200405,國立嘉義高工,13,15,10,0,0,5
200406,國立嘉義高商,3,4,4,0,0,5
200407,國立嘉義家職,2,5,6,0,0,6
201408,私立東吳工家,20,19,9,0,0,5
210408,國立臺南高商,15,9,9,0,0,7
210416,國立臺南海事,2,3,3,0,0,5
211407,私立南英商工,19,14,8,0,0,13
211412,私立亞洲餐旅,4,3,2,0,0,6
211419,私立慈幼工商,2,9,5,0,0,4
311401,私立育達家商,54,35,30,0,0,38
323401,市立松山家商,12,17,13,0,0,17
323402,市立松山工農,16,15,10,0,0,0
331402,私立東方工商,8,14,11,0,0,9
331403,私立喬治工商,12,8,7,0,0,8
331404,私立開平餐飲,7,7,7,0,0,4
333401,市立大安高工,26,17,15,0,0,17
341402,私立稻江護家,9,8,5,0,0,9
351402,私立開南商工,2,5,8,0,0,7
361401,私立稻江高商,5,8,7,0,0,11
383401,市立木柵高工,15,13,10,0,0,2
393401,市立南港高工,29,15,19,0,0,8
403401,市立內湖高工,11,8,11,0,0,5
411401,私立華岡藝校,14,16,7,0,0,7
413401,市立士林高商,14,17,17,0,0,17
421404,私立惇敘工商,3,4,0,0,0,5
521401,私立中華藝校,13,10,14,0,0,11
533401,市立海青工商,20,14,16,0,0,11
533402,市立三民家商,15,21,19,0,0,8
551402,私立樹德家商,41,56,39,0,0,37
553401,市立高雄高工,17,9,15,0,0,12
563401,市立高雄高商,12,16,10,0,0,12
581401,私立國際商工,0,3,1,0,0,1
581402,私立三信家商,30,30,33,0,0,34
593401,市立中正高工,19,20,8,0,0,13
610405,國立高餐大附屬餐旅中學,2,4,0,0,0,0
611401,私立高鳳工家,3,4,6,0,0,4
710401,國立金門農工,4,2,4,0,0,1
351B09,私立南華高中進修學校,13,18,18,0,0,9
361B09,私立志仁中學進修學校,17,23,26,0,0,16
011C71,私立光華高商進修學校,7,5,8,0,0,4
210C01,國立成功大學附設高工進修學校,1,1,2,0,0,2
350C01,國立臺北商業大學附設高商進修學校,0,0,0,0,0,1
070F01,國立和美實驗學校,1,0,2,0,0,4
543F01,市立楠梓特殊學校,0,2,1,0,0,0
030G92,國立桃園農工進校分校,3,3,0,0,0,0
070G92,國立二林工商進校分校,0,0,0,0,0,1
074G91,縣立田中高中附設進修部學校,7,0,0,0,0,0
