學校代碼,學校名稱,高級中等學校原住民一年級學生數,高級中等學校原住民二年級學生數,高級中等學校原住民三年級學生數,高級中等學校原住民四年級學生數,高級中等學校原住民延修生學生數,高級中等學校上學年度原住民畢業生人數
034332,市立觀音高中,4,1,6,0,0,2
034347,市立永豐高中,13,15,9,0,0,10
034399,市立大園國際高中,7,18,13,0,0,7
040302,國立竹東高中,21,12,27,0,0,21
040304,國立關西高中,11,7,6,0,0,6
040308,國立竹北高中,11,12,13,0,0,11
041303,私立義民高中,10,8,10,0,0,15
041305,私立忠信高中,4,11,6,0,0,10
041306,私立東泰高中,107,91,85,0,0,94
041307,私立仰德高中,36,18,18,0,0,18
044311,縣立六家高級中學,4,0,0,0,0,0
044320,縣立湖口高中,5,6,0,0,0,1
050303,國立苗栗高中,16,11,9,0,0,6
050310,國立竹南高中,7,9,6,0,0,4
050314,國立卓蘭實驗高中,8,12,9,0,0,8
050315,國立苑裡高中,1,1,4,0,0,1
051302,私立君毅高中,15,13,8,0,0,7
051305,私立大成高中,21,12,10,0,0,2
051306,私立建臺高中,7,2,0,0,0,6
054308,縣立三義高中,3,1,5,0,0,0
054309,縣立苑裡高中,3,3,2,0,0,4
054317,縣立興華高中,3,4,3,0,0,0
054333,縣立大同高中,0,3,1,0,0,0
060303,國立大甲高中,5,4,7,0,0,6
060305,國立清水高中,5,11,9,0,0,6
060312,國立豐原高中,10,11,10,0,0,12
060322,國立興大附中,11,8,10,0,0,10
060323,國立中科實驗高級中學,2,1,2,0,0,0
061301,財團法人常春藤高中,3,3,0,0,0,2
061306,私立明台高中,39,39,30,0,0,37
061309,私立致用高中,8,13,15,0,0,17
061310,私立大明高中,14,17,15,0,0,22
061311,私立嘉陽高中,27,16,27,0,0,15
061313,私立明道高中,13,15,4,0,0,8
061314,私立僑泰高中,28,29,27,0,0,21
061315,私立華盛頓高中,0,1,0,0,0,1
061316,私立青年高中,62,72,69,0,0,49
061317,私立弘文高中,1,1,0,0,0,2
061318,私立立人高中,1,2,3,0,0,3
061319,私立玉山高中,25,29,39,0,6,29
061321,私立慈明高中,40,20,31,0,1,29
064308,市立后綜高中,8,12,10,0,0,5
064324,市立大里高中,8,8,6,0,0,4
064328,市立新社高中,3,6,0,0,0,7
064336,市立長億高中,7,3,8,0,0,4
064342,市立中港高中,3,3,5,0,0,3
070301,國立彰化女中,4,3,2,0,0,6
070304,國立員林高中,1,0,3,0,0,1
070307,國立彰化高中,3,3,2,0,0,2
070316,國立鹿港高中,1,2,1,0,0,1
070319,國立溪湖高中,1,2,0,0,0,1
071318,財團法人正德高中,1,2,1,0,0,5
074308,縣立彰化藝術高中,1,2,4,0,0,2
074323,縣立和美高中,0,0,2,0,0,0
080302,國立南投高中,15,21,13,0,0,20
080305,國立中興高中,13,14,16,0,0,12
080307,國立竹山高中,8,8,9,0,0,5
080308,國立暨大附中,33,23,30,0,3,27
081311,私立五育高中,2,5,5,0,0,6
081312,私立三育高中,6,9,6,0,0,13
084309,縣立旭光高中,12,13,2,0,0,8
090305,國立斗六高中,1,1,3,0,0,1
090306,國立北港高中,0,0,1,0,0,1
090315,國立虎尾高中,4,1,1,0,0,4
091307,私立永年高中,2,0,0,0,0,0
091308,私立正心高中,1,1,0,0,0,2
091311,私立文生高中,0,1,0,0,0,0
091312,私立巨人高中,1,1,1,0,0,0
091316,私立揚子高中,1,0,1,0,0,0
091318,財團法人義峰高中,3,6,4,0,0,2
091319,私立福智高中,0,0,0,0,0,1
091320,雲林縣維多利亞實驗高中,1,0,0,0,0,0
094301,縣立斗南高中,0,2,2,0,0,3
094307,縣立麥寮高中,8,5,6,0,0,5
094308,縣立古坑華德福實驗高級中學,0,0,1,0,0,0
100301,國立東石高中,7,5,9,0,0,0
100302,國立新港藝術高中,0,3,0,0,0,3
101303,私立同濟高中,0,5,1,0,0,0
101304,私立協同高中,0,0,0,0,0,1
104319,縣立竹崎高中,0,1,3,0,0,0
104326,縣立永慶高中,2,3,1,0,0,2
110302,國立新豐高中,5,1,4,0,0,1
110308,國立臺南大學附中,4,5,8,0,0,5
110311,國立北門高中,5,1,0,0,0,4
110312,國立新營高中,2,3,0,0,0,3
110314,國立後壁高中,0,0,1,0,0,0
110315,國立善化高中,5,4,5,0,0,4
110317,國立新化高中,0,4,0,0,0,1
110328,國立南科國際實驗高中,1,0,0,0,0,1
111313,私立南光高中,1,3,1,0,0,0
111318,私立鳳和高中,0,0,1,0,0,0
111320,私立港明高中,0,1,3,0,0,0
111321,臺南市興國高中,2,1,1,0,0,0
111322,私立明達高中,1,1,0,0,0,1
111323,私立黎明高中,1,0,4,0,0,1
111326,私立新榮高中,4,7,5,0,0,5
114306,市立大灣高中,1,2,0,0,0,0
114307,市立永仁高中,2,3,1,0,0,3
120303,國立鳳山高中,11,10,11,0,0,8
120304,國立岡山高中,4,7,7,0,0,2
120311,國立旗美高中,17,22,13,0,0,14
120319,國立鳳新高中,4,7,11,0,0,9
121306,財團法人新光高中,7,4,5,0,0,1
121307,財團法人普門中學,7,6,9,0,0,7
121318,私立正義高中,0,1,1,0,0,0
121320,私立義大國際高中,0,0,0,0,0,1
124302,市立文山高中,7,10,4,0,0,14
124311,市立林園高中,1,2,2,0,0,1
124313,市立仁武高中,2,1,0,0,0,5
124322,市立路竹高中,6,6,0,0,0,2
124333,市立六龜高中,11,7,19,0,0,11
124340,市立福誠高中,3,2,2,0,0,1
130302,國立屏東女中,31,39,30,0,0,34
130305,國立屏東高中,33,36,30,0,2,30
130306,國立潮州高中,58,49,40,0,0,35
130322,國立屏北高中,73,70,46,0,0,53
131307,財團法人屏榮高中,52,37,41,0,0,34
131308,私立陸興高中,27,13,10,0,0,10
131311,私立美和高中,13,15,14,0,0,16
134304,縣立大同高中,12,6,10,0,0,6
134321,縣立枋寮高中,23,20,26,0,0,16
134324,縣立東港高中,2,5,3,0,0,1
134334,縣立來義高中,96,67,84,0,0,77
140301,國立臺東大學附屬體育高中,53,36,42,0,0,30
140302,國立臺東女中,76,78,86,0,0,59
140303,國立臺東高中,103,94,106,0,13,93
141301,臺東縣均一高中,5,0,0,0,0,0
141307,私立育仁高中,4,13,16,0,0,28
144322,縣立蘭嶼高中,11,14,16,0,0,12
150302,國立花蓮女中,82,60,71,0,0,62
150303,國立花蓮高中,82,83,76,0,0,47
150309,國立玉里高中,79,76,94,0,0,93
151306,私立海星高中,145,147,158,0,0,148
151307,私立四維高中,275,198,207,0,0,184
151312,財團法人慈濟大學附中,5,8,5,0,0,11
154301,花蓮縣立體育實驗高中,37,31,28,0,0,34
154399,縣立南平中學,2,5,1,0,0,3
160302,國立馬公高中,2,4,2,0,0,2
170301,國立基隆女中,9,2,8,0,1,10
170302,國立基隆高中,2,5,4,0,0,6
171306,私立二信高中,7,9,7,0,0,3
171308,輔大聖心高中,0,7,7,0,0,4
173304,市立中山高中,4,4,3,0,0,3
173306,市立安樂高中,1,6,1,0,0,2
173307,市立暖暖高中,0,3,2,0,0,0
173314,市立八斗高中,18,11,13,0,0,12
180301,國立科學工業園區實驗高中,4,3,1,0,0,0
180302,國立新竹女中,18,8,8,0,0,17
180309,國立新竹高中,15,9,7,0,0,11
181305,私立光復高中,70,72,60,0,0,58
181306,私立曙光女中,0,3,2,0,0,6
181307,私立磐石高中,2,5,5,0,0,5
181308,私立世界高中,20,17,20,0,0,23
183306,市立成德高中,14,11,7,0,0,5
183307,市立香山高中,8,9,5,0,0,9
183313,市立建功高中,6,6,1,0,0,6
190301,國立臺中女中,15,7,17,0,0,11
190302,國立臺中一中,20,10,24,0,3,17
190303,國立臺中二中,21,14,18,0,0,13
190315,國立文華高中,18,13,18,0,1,12
191301,私立東大附中,0,1,2,0,0,2
191302,私立葳格高中,4,5,5,0,0,7
191305,私立新民高中,52,42,31,0,0,23
191308,私立宜寧高中,9,5,15,0,0,6
191309,私立明德高中,39,34,30,0,0,41
191311,私立衛道高中,0,2,0,0,0,1
191313,私立曉明女中,1,1,1,0,0,0
191314,私立嶺東高中,23,25,19,0,0,20
193303,市立忠明高中,9,5,6,0,0,1
193313,市立西苑高中,8,8,10,0,0,7
193315,市立東山高中,9,6,10,0,0,9
193316,市立惠文高中,11,7,5,0,0,3
200302,國立嘉義女中,4,3,6,0,0,5
200303,國立嘉義高中,5,9,6,0,0,8
201304,私立興華高中,6,5,4,0,0,1
201309,私立仁義高中,49,23,36,0,0,28
201312,私立輔仁高中,11,18,7,0,0,6
201313,私立宏仁女中,9,4,14,0,0,4
201314,私立立仁高中,12,14,15,0,0,22
210303,國立臺南二中,6,2,2,0,0,0
210305,國立臺南一中,4,0,6,0,0,4
210306,國立臺南女中,9,5,9,0,0,8
210309,國立家齊女中,11,8,6,0,0,4
211301,私立長榮高中,4,7,6,0,0,11
211302,私立長榮女中,6,7,4,0,0,14
211304,財團法人聖功女中,1,0,0,0,0,1
211310,臺南市光華高中,1,5,2,0,0,1
211314,私立六信高中,3,4,2,0,0,8
211315,私立瀛海高中,1,0,1,0,0,1
211317,私立崑山高中,5,4,9,0,0,6
211318,私立德光高中,4,2,0,0,0,0
211320,財團法人慈濟高中,0,1,1,0,0,0
213303,市立南寧高中,1,0,2,0,0,1
213316,市立土城高中,0,1,1,0,0,0
313301,市立西松高中,2,5,4,0,0,3
313302,市立中崙高中,5,4,3,0,0,1
321399,臺北市私立協和祐德高級中學,3,7,12,0,0,0
323301,市立松山高中,14,11,14,0,0,12
323302,市立永春高中,4,4,6,0,0,7
330301,國立師大附中,17,9,22,0,0,14
331301,私立延平中學,0,0,1,0,0,0
331302,私立金甌女中,3,2,6,0,0,18
333301,市立和平高中,3,10,4,0,0,3
341301,私立中興中學,3,3,3,0,0,3
341302,私立大同高中,0,2,1,0,0,2
343301,市立中山女中,9,5,6,0,0,20
343302,市立大同高中,7,13,13,0,0,1
343303,市立大直高中,2,1,4,0,0,0
351301,私立強恕中學,23,20,13,0,0,35
353301,市立建國中學,13,13,20,0,0,25
353302,市立成功中學,3,8,6,0,0,9
353303,市立北一女中,17,12,22,0,0,23
361301,私立靜修女中,1,2,5,0,0,5
363301,市立明倫高中,2,1,6,0,0,1
363302,市立成淵高中,6,5,4,0,0,1
373301,市立華江高中,5,7,13,0,0,11
373302,市立大理高中,9,10,5,0,0,1
380301,國立政大附中,1,2,3,0,0,4
381302,私立滬江高中,21,12,18,0,0,13
381303,私立大誠高中,11,6,17,0,0,13
381304,私立再興中學,1,0,0,0,0,0
381305,私立景文高中,2,8,11,0,0,6
383301,市立景美女中,13,16,15,0,0,9
383302,市立萬芳高中,3,3,4,0,0,4
393301,市立南港高中,4,3,4,0,0,2
393302,市立育成高中,10,7,7,0,0,8
401301,私立文德女中,0,0,0,0,0,1
401302,私立方濟中學,1,0,2,0,0,2
403301,市立內湖高中,1,13,9,0,0,5
403302,市立麗山高中,1,2,5,0,0,2
403303,市立南湖高中,12,18,11,0,0,11
411301,私立泰北高中,8,9,8,0,0,8
411302,私立衛理女中,0,0,0,0,0,1
413301,市立陽明高中,13,4,10,0,0,4
413302,市立百齡高中,3,3,6,0,0,1
421302,私立十信高中,3,2,3,0,0,6
423301,市立復興高中,9,7,11,0,0,6
423302,市立中正高中,4,11,11,0,0,6
521301,私立明誠高中,1,1,0,0,0,1
521303,私立大榮高中,9,6,12,0,0,9
523301,市立鼓山高中,5,7,2,0,0,5
533301,市立左營高中,12,8,8,0,0,4
533302,市立新莊高中,11,12,9,0,0,4
540301,國立中山大學附屬國光高中,4,5,1,0,0,2
543301,市立中山高中,4,4,4,0,0,8
543302,市立楠梓高中,8,2,8,0,0,6
551301,私立立志高中,23,12,14,0,0,12
553301,市立高雄中學,17,8,12,0,0,17
553302,市立三民高中,3,11,3,0,0,4
563301,市立新興高中,2,1,3,0,0,3
573301,市立高雄女中,19,8,10,0,0,16
580301,國立高師大附中,2,4,4,0,0,3
581301,私立復華高中,7,8,7,0,0,3
581302,天主教道明中學,3,2,4,0,0,8
583301,市立中正高中,4,7,3,0,0,6
593301,市立前鎮高中,9,6,7,0,0,7
593302,市立瑞祥高中,1,4,6,0,0,4
613301,市立小港高中,5,6,8,0,0,4
710301,國立金門高中,6,2,2,0,0,1
720301,國立馬祖高中,2,4,4,0,0,3
011405,私立樹人家商,60,37,51,0,0,43
011407,私立復興商工,23,19,19,0,0,21
011408,私立南強工商,46,24,33,0,0,32
011413,私立穀保家商,35,38,26,0,0,26
011419,私立開明工商,20,17,28,0,0,31
011420,私立智光商工,10,8,5,0,0,12
011421,私立清傳高商,3,3,2,0,0,3
011426,私立能仁家商,66,58,46,0,0,29
011427,私立豫章工商,14,13,24,0,0,20
011431,私立莊敬工家,105,54,54,0,0,41
011432,私立中華商海,7,4,7,0,0,7
013402,市立瑞芳高工,20,16,11,0,5,17
013430,市立三重商工,27,20,10,0,0,8
013433,市立新北高工,30,21,16,0,0,15
013434,市立淡水商工,22,19,15,0,0,17
014439,市立鶯歌工商,26,26,20,0,0,12
020403,國立宜蘭高商,17,16,16,0,0,13
020404,國立羅東高商,39,25,25,0,0,22
020405,國立蘇澳海事,17,15,13,0,0,14
020407,國立羅東高工,25,23,18,0,0,15
020409,國立頭城家商,19,15,20,0,0,18
030403,國立桃園農工,51,39,42,0,0,36
030407,國立中壢高商,16,21,20,0,0,25
030408,國立中壢家商,10,10,11,0,0,15
031414,私立成功工商,79,54,53,0,0,67
031415,私立方曙商工,10,9,6,0,0,8
031421,私立永平工商,169,162,144,0,0,137
041401,私立內思高工,12,15,18,0,0,24
050401,國立大湖農工,15,12,12,0,0,6
050404,國立苗栗農工,23,11,7,0,0,9
050407,國立苗栗高商,16,11,6,0,0,6
051408,私立中興商工,21,12,19,0,0,14
051411,私立育民工家,19,25,24,0,0,21
051412,私立賢德工商,4,2,0,0,0,0
051413,私立龍德家商,5,3,3,0,0,1
060401,國立豐原高商,24,15,15,0,0,20
060402,國立大甲高工,9,14,3,0,0,10
060404,國立東勢高工,18,17,10,0,0,15
060407,國立沙鹿高工,20,18,7,0,0,10
060408,國立霧峰農工,12,14,5,0,0,5
070401,國立彰師附工,3,3,2,0,0,2
070402,國立永靖高工,3,0,1,0,0,0
070403,國立二林工商,4,2,3,0,0,2
070405,國立秀水高工,2,3,4,0,0,2
070406,國立彰化高商,6,6,4,0,0,6
070408,國立員林農工,13,8,4,0,0,6
070409,國立員林崇實高工,5,2,3,0,0,2
070410,國立員林家商,3,4,7,0,0,6
070415,國立北斗家商,5,3,2,0,0,3
071413,私立大慶商工,10,10,8,0,0,15
071414,私立達德商工,18,17,12,0,0,17
080401,國立仁愛高農,53,59,68,0,0,64
080403,國立埔里高工,41,33,35,0,1,27
080404,國立南投高商,6,7,9,0,0,3
080406,國立草屯商工,13,9,10,0,0,15
080410,國立水里商工,28,17,28,0,0,17
081409,私立同德家商,44,31,32,0,0,30
090401,國立虎尾農工,5,1,2,0,0,2
090402,國立西螺農工,3,3,4,0,0,5
090403,國立斗六家商,12,3,4,0,0,2
090404,國立北港農工,5,0,0,0,0,0
090413,國立土庫商工,8,0,1,0,1,0
091410,私立大成商工,7,6,5,0,0,8
091414,私立大德工商,9,12,11,0,0,7
100402,國立民雄農工,2,3,0,0,0,0
101405,私立協志工商,9,19,5,0,0,11
101406,私立萬能工商,6,12,9,0,0,16
101407,私立弘德工商,0,0,0,0,0,1
110401,國立新化高工,2,6,2,0,1,3
110403,國立白河商工,0,1,1,0,0,3
110404,國立北門農工,3,2,1,0,0,1
110405,國立曾文家商,0,3,5,0,0,4
110406,國立新營高工,2,1,1,0,0,1
110407,國立玉井工商,2,0,1,0,0,3
110409,國立臺南高工,19,11,10,0,0,8
110410,國立曾文農工,2,2,6,0,0,5
111419,私立陽明工商,1,3,3,0,0,2
111427,私立育德工家,9,4,6,0,0,2
120401,國立旗山農工,15,11,14,0,0,7
120402,國立岡山農工,13,7,9,0,0,5
120409,國立鳳山商工,16,17,9,0,0,7
121405,私立中山工商,64,44,49,0,0,52
121410,私立旗美商工,3,5,7,0,0,8
121413,私立高英工商,69,60,38,0,0,60
121415,私立華德工家,16,8,9,0,0,1
121417,私立高苑工商,44,42,41,0,0,34
130401,國立內埔農工,77,86,75,0,1,55
130403,國立屏東高工,30,31,35,0,0,24
130404,國立佳冬高農,28,15,15,0,0,11
130410,國立東港海事,7,10,3,0,0,1
130417,國立恆春工商,50,45,41,0,1,31
131409,私立民生家商,74,60,30,0,0,44
131416,私立華洲工家,11,15,25,0,0,15
131418,私立日新工商,28,16,19,0,0,27
140404,國立關山工商,60,39,56,0,0,55
140405,國立臺東高商,139,136,121,0,3,92
140408,國立成功商水,50,47,52,0,0,47
141406,私立公東高工,237,201,179,0,2,159
150401,國立花蓮高農,151,141,154,0,0,125
150404,國立花蓮高工,198,204,155,0,0,162
150405,國立花蓮高商,95,99,102,0,0,96
150411,國立光復商工,67,68,56,0,0,45
151410,花蓮縣上騰工商,99,145,100,0,0,144
160401,國立澎湖海事水產,1,2,8,0,0,3
170403,國立基隆海事,15,22,16,0,0,11
170404,國立基隆商工,19,21,23,0,0,17
171405,私立光隆家商,17,9,14,0,0,12
171407,私立培德工家,13,12,9,0,0,3
180403,國立新竹高商,25,20,21,0,0,12
180404,國立新竹高工,15,14,7,0,0,6
190404,國立臺中家商,19,11,13,0,1,14
190406,國立興大附農,22,21,30,0,0,17
190407,國立臺中高工,28,16,16,0,0,16
191412,財團法人光華高工,3,3,3,0,0,6
200401,國立華南高商,5,2,4,0,0,4
200405,國立嘉義高工,17,10,5,0,0,5
200406,國立嘉義高商,5,4,5,0,0,4
200407,國立嘉義家職,4,6,6,0,0,3
201408,私立東吳工家,18,12,6,0,0,16
210408,國立臺南高商,10,9,7,0,0,4
210416,國立臺南海事,3,3,5,0,0,4
211407,私立南英商工,18,10,14,0,0,7
211412,私立亞洲餐旅,6,2,6,0,0,5
211419,私立慈幼工商,12,7,4,0,0,3
311401,私立育達家商,40,33,42,0,1,40
321402,私立協和工商,0,0,0,0,0,14
323401,市立松山家商,17,13,15,3,0,11
323402,市立松山工農,16,11,2,0,0,2
331402,私立東方工商,13,14,11,0,0,15
331403,私立喬治工商,12,8,10,0,0,9
331404,私立開平餐飲,13,7,5,0,1,3
333401,市立大安高工,18,18,18,0,0,11
341402,私立稻江護家,6,7,9,0,0,12
351402,私立開南商工,6,8,7,0,0,10
361401,私立稻江高商,9,8,11,0,0,5
383401,市立木柵高工,10,13,2,0,0,3
393401,市立南港高工,19,21,10,1,0,9
403401,市立內湖高工,7,11,5,0,0,3
411401,私立華岡藝校,20,7,8,0,0,8
413401,市立士林高商,21,17,20,2,0,9
421404,私立惇敘工商,5,1,4,0,1,4
521401,私立中華藝校,11,12,11,0,0,16
533401,市立海青工商,16,16,13,0,0,11
533402,市立三民家商,24,19,11,0,0,11
551402,私立樹德家商,61,44,38,0,0,49
553401,市立高雄高工,12,16,16,0,0,7
563401,市立高雄高商,17,8,11,0,0,12
581401,私立國際商工,1,0,2,0,0,4
581402,私立三信家商,36,38,43,0,0,50
593401,市立中正高工,23,8,16,0,0,10
610405,國立高餐大附屬餐旅中學,4,0,0,0,0,0
611401,私立高鳳工家,1,11,5,0,0,8
710401,國立金門農工,4,4,2,0,0,1
351B09,私立南華高中進修學校,14,19,9,0,0,12
361B09,私立志仁中學進修學校,24,26,16,0,0,29
011C71,私立光華高商進修學校,7,10,5,0,0,6
020C01,國立宜蘭大學附設農工職業進修學校,0,0,0,0,0,2
210C01,國立成功大學附設高工進修學校,0,2,2,0,0,0
350C01,國立臺北商業大學附設高商進修學校,0,0,1,0,0,0
070F01,國立和美實驗學校,0,2,4,0,0,2
543F01,市立楠梓特殊學校,3,2,0,0,0,0
030G92,國立桃園農工進校分校,7,2,0,0,0,0
031G91,私立宏德高商進修學校,0,1,0,0,0,0
070G91,國立員林高中進校分校,11,6,0,0,0,0
070G92,國立二林工商進校分校,0,0,1,0,0,0
151G91,私立正德高中進修學校,1,0,0,0,0,0
